id,question_piece_id_list,opening_time,status,created_at,user_id
100951,"[1009798, 1009799, 1009800, 1009801, 1009802, 1009803, 1009804, 1009805, 1009806, 1009807]","2023-04-28 13:14:43",F,"2023-04-28 13:14:43",849460
100956,"[1009848, 1009849, 1009850, 1009851, 1009852, 1009853, 1009854, 1009855, 1009856, 1009857]","2023-04-28 14:05:03",F,"2023-04-28 13:15:03",850006
100979,"[1010078, 1010079, 1010080, 1010081, 1010082, 1010083, 1010084, 1010085, 1010086, 1010087]","2023-04-28 14:06:00",F,"2023-04-28 13:16:00",849460
100984,"[1010128, 1010129, 1010130, 1010131, 1010132, 1010133, 1010134, 1010135, 1010136, 1010137]","2023-04-28 13:16:30",F,"2023-04-28 13:16:30",850031
101009,"[1010378, 1010379, 1010380, 1010381, 1010382, 1010383, 1010384, 1010385, 1010386, 1010387]","2023-04-28 13:17:50",F,"2023-04-28 13:17:50",850039
101035,"[1010638, 1010639, 1010640, 1010641, 1010642, 1010643, 1010644, 1010645, 1010646, 1010647]","2023-04-28 14:09:16",F,"2023-04-28 13:19:16",850031
101046,"[1010748, 1010749, 1010750, 1010751, 1010752, 1010753, 1010754, 1010755, 1010756, 1010757]","2023-04-28 14:09:43",F,"2023-04-28 13:19:43",850039
101095,"[1011238, 1011239, 1011240, 1011241, 1011242, 1011243, 1011244, 1011245, 1011246, 1011247]","2023-04-28 13:22:12",F,"2023-04-28 13:22:12",850057
101134,"[1011628, 1011629, 1011630, 1011631, 1011632, 1011633, 1011634, 1011635, 1011636, 1011637]","2023-04-28 13:23:46",F,"2023-04-28 13:23:46",850058
101142,"[1011708, 1011709, 1011710, 1011711, 1011712, 1011713, 1011714, 1011715, 1011716, 1011717]","2023-04-28 14:14:05",F,"2023-04-28 13:24:05",849445
101143,"[1011718, 1011719, 1011720, 1011721, 1011722, 1011723, 1011724, 1011725, 1011726, 1011727]","2023-04-28 14:14:06",F,"2023-04-28 13:24:06",849452
101158,"[1011868, 1011869, 1011870, 1011871, 1011872, 1011873, 1011874, 1011875, 1011876, 1011877]","2023-04-28 14:14:53",F,"2023-04-28 13:24:53",849479
101162,"[1011908, 1011909, 1011910, 1011911, 1011912, 1011913, 1011914, 1011915, 1011916, 1011917]","2023-04-28 14:15:07",F,"2023-04-28 13:25:07",849438
101173,"[1012018, 1012019, 1012020, 1012021, 1012022, 1012023, 1012024, 1012025, 1012026, 1012027]","2023-04-28 14:15:38",F,"2023-04-28 13:25:38",850058
101174,"[1012028, 1012029, 1012030, 1012031, 1012032, 1012033, 1012034, 1012035, 1012036, 1012037]","2023-04-28 14:15:52",F,"2023-04-28 13:25:52",849692
101179,"[1012078, 1012079, 1012080, 1012081, 1012082, 1012083, 1012084, 1012085, 1012086, 1012087]","2023-04-28 13:26:04",F,"2023-04-28 13:26:04",849549
101192,"[1012208, 1012209, 1012210, 1012211, 1012212, 1012213, 1012214, 1012215, 1012216, 1012217]","2023-04-28 13:26:53",F,"2023-04-28 13:26:53",850077
101198,"[1012268, 1012269, 1012270, 1012271, 1012272, 1012273, 1012274, 1012275, 1012276, 1012277]","2023-04-28 14:02:12",F,"2023-04-28 13:27:17",850057
101200,"[1012288, 1012289, 1012290, 1012291, 1012292, 1012293, 1012294, 1012295, 1012296, 1012297]","2023-04-28 14:17:23",F,"2023-04-28 13:27:23",849489
101214,"[1012428, 1012429, 1012430, 1012431, 1012432, 1012433, 1012434, 1012435, 1012436, 1012437]","2023-04-28 14:17:51",F,"2023-04-28 13:27:51",849487
101227,"[1012558, 1012559, 1012560, 1012561, 1012562, 1012563, 1012564, 1012565, 1012566, 1012567]","2023-04-28 14:18:24",F,"2023-04-28 13:28:24",847375
101231,"[1012598, 1012599, 1012600, 1012601, 1012602, 1012603, 1012604, 1012605, 1012606, 1012607]","2023-04-28 14:18:29",F,"2023-04-28 13:28:29",850077
101235,"[1012638, 1012639, 1012640, 1012641, 1012642, 1012643, 1012644, 1012645, 1012646, 1012647]","2023-04-28 14:18:39",F,"2023-04-28 13:28:39",849436
101250,"[1012788, 1012789, 1012790, 1012791, 1012792, 1012793, 1012794, 1012795, 1012796, 1012797]","2023-04-28 14:19:10",F,"2023-04-28 13:29:10",849439
101256,"[1012848, 1012849, 1012850, 1012851, 1012852, 1012853, 1012854, 1012855, 1012856, 1012857]","2023-04-28 14:19:30",F,"2023-04-28 13:29:30",849549
101257,"[1012858, 1012859, 1012860, 1012861, 1012862, 1012863, 1012865, 1012867, 1012869, 1012870]","2023-04-28 14:19:30",F,"2023-04-28 13:29:30",849469
101272,"[1013008, 1013009, 1013010, 1013011, 1013012, 1013013, 1013014, 1013015, 1013016, 1013017]","2023-04-28 14:06:43",F,"2023-04-28 13:29:56",849504
101279,"[1013078, 1013079, 1013080, 1013081, 1013082, 1013083, 1013084, 1013085, 1013086, 1013087]","2023-04-28 16:16:50",F,"2023-04-28 13:30:03",849559
101292,"[1013207, 1013209, 1013210, 1013211, 1013212, 1013213, 1013214, 1013215, 1013216, 1013217]","2023-04-28 14:20:26",F,"2023-04-28 13:30:26",849446
101300,"[1013288, 1013289, 1013290, 1013291, 1013292, 1013293, 1013294, 1013295, 1013296, 1013297]","2023-04-28 13:47:09",F,"2023-04-28 13:31:01",849670
101301,"[1013298, 1013299, 1013300, 1013301, 1013302, 1013303, 1013304, 1013305, 1013306, 1013307]","2023-04-28 14:21:01",F,"2023-04-28 13:31:01",849454
101329,"[1013578, 1013579, 1013580, 1013581, 1013582, 1013583, 1013584, 1013585, 1013586, 1013587]","2023-04-28 13:32:32",F,"2023-04-28 13:32:32",850091
101333,"[1013618, 1013619, 1013620, 1013621, 1013622, 1013623, 1013624, 1013625, 1013626, 1013627]","2023-04-28 13:32:54",F,"2023-04-28 13:32:54",850098
101343,"[1013718, 1013719, 1013720, 1013721, 1013722, 1013723, 1013724, 1013725, 1013726, 1013727]","2023-04-28 14:23:30",F,"2023-04-28 13:33:30",849441
101347,"[1013758, 1013759, 1013760, 1013761, 1013762, 1013763, 1013764, 1013765, 1013766, 1013767]","2023-04-28 14:23:43",F,"2023-04-28 13:33:43",850007
101355,"[1013838, 1013839, 1013840, 1013841, 1013842, 1013843, 1013844, 1013845, 1013846, 1013847]","2023-04-28 14:23:58",F,"2023-04-28 13:33:58",850091
101356,"[1013848, 1013849, 1013850, 1013851, 1013852, 1013853, 1013854, 1013855, 1013856, 1013857]","2023-04-28 14:24:00",F,"2023-04-28 13:34:00",849503
101374,"[1014028, 1014029, 1014030, 1014031, 1014032, 1014033, 1014034, 1014035, 1014036, 1014037]","2023-04-28 13:35:15",F,"2023-04-28 13:35:15",850100
101389,"[1014178, 1014179, 1014180, 1014181, 1014182, 1014183, 1014184, 1014185, 1014186, 1014187]","2023-04-28 13:35:44",F,"2023-04-28 13:35:44",849498
101411,"[1014398, 1014399, 1014400, 1014401, 1014402, 1014403, 1014404, 1014405, 1014406, 1014407]","2023-04-28 13:36:41",F,"2023-04-28 13:36:41",849977
101422,"[1014508, 1014509, 1014510, 1014511, 1014512, 1014513, 1014514, 1014515, 1014516, 1014517]","2023-04-28 14:27:10",F,"2023-04-28 13:37:10",849498
101444,"[1014728, 1014729, 1014730, 1014731, 1014732, 1014733, 1014734, 1014735, 1014736, 1014737]","2023-04-28 13:38:25",F,"2023-04-28 13:38:25",849979
101447,"[1014758, 1014759, 1014760, 1014761, 1014762, 1014763, 1014764, 1014765, 1014766, 1014767]","2023-04-28 13:38:31",F,"2023-04-28 13:38:31",850112
101455,"[1014838, 1014839, 1014840, 1014841, 1014842, 1014843, 1014844, 1014845, 1014846, 1014847]","2023-04-28 14:28:48",F,"2023-04-28 13:38:48",850098
101469,"[1014978, 1014979, 1014980, 1014981, 1014982, 1014983, 1014984, 1014985, 1014986, 1014987]","2023-04-28 14:29:26",F,"2023-04-28 13:39:26",849490
101485,"[1015138, 1015139, 1015140, 1015141, 1015142, 1015143, 1015144, 1015145, 1015146, 1015147]","2023-04-28 13:40:03",F,"2023-04-28 13:40:03",849548
101490,"[1015188, 1015189, 1015190, 1015191, 1015192, 1015193, 1015194, 1015195, 1015196, 1015197]","2023-04-28 14:30:12",F,"2023-04-28 13:40:12",849979
101495,"[1015238, 1015239, 1015240, 1015241, 1015242, 1015243, 1015244, 1015245, 1015246, 1015247]","2023-04-28 13:40:20",F,"2023-04-28 13:40:20",850120
101523,"[1015518, 1015519, 1015520, 1015521, 1015522, 1015523, 1015524, 1015525, 1015526, 1015527]","2023-04-28 14:31:27",C,"2023-04-28 13:41:27",850120
101531,"[1015598, 1015599, 1015600, 1015601, 1015602, 1015603, 1015604, 1015605, 1015606, 1015607]","2023-04-28 13:41:38",F,"2023-04-28 13:41:38",850127
101533,"[1015618, 1015619, 1015620, 1015621, 1015622, 1015623, 1015624, 1015625, 1015626, 1015627]","2023-04-28 14:31:41",F,"2023-04-28 13:41:41",849762
101536,"[1015648, 1015649, 1015650, 1015651, 1015652, 1015653, 1015654, 1015655, 1015656, 1015657]","2023-04-28 14:31:45",F,"2023-04-28 13:41:45",849475
101540,"[1015688, 1015689, 1015690, 1015691, 1015692, 1015693, 1015694, 1015695, 1015696, 1015697]","2023-04-28 14:06:43",F,"2023-04-28 13:41:53",849548
101544,"[1015728, 1015729, 1015730, 1015731, 1015732, 1015733, 1015734, 1015735, 1015736, 1015737]","2023-04-28 13:42:02",F,"2023-04-28 13:42:02",850130
101549,"[1015778, 1015779, 1015780, 1015781, 1015782, 1015783, 1015784, 1015785, 1015786, 1015787]","2023-04-28 14:32:10",F,"2023-04-28 13:42:10",849864
101574,"[1016028, 1016029, 1016030, 1016031, 1016032, 1016033, 1016034, 1016035, 1016036, 1016037]","2023-04-28 14:33:45",F,"2023-04-28 13:43:45",849502
101615,"[1016438, 1016439, 1016440, 1016441, 1016442, 1016443, 1016444, 1016445, 1016446, 1016447]","2023-04-28 14:35:32",F,"2023-04-28 13:45:32",849620
101629,"[1016578, 1016579, 1016580, 1016581, 1016582, 1016583, 1016584, 1016585, 1016586, 1016587]","2023-04-28 14:36:07",F,"2023-04-28 13:46:07",849512
101647,"[1016758, 1016759, 1016760, 1016761, 1016762, 1016763, 1016764, 1016765, 1016766, 1016767]","2023-04-28 14:36:56",F,"2023-04-28 13:46:56",849634
101662,"[1016908, 1016909, 1016910, 1016911, 1016912, 1016913, 1016914, 1016915, 1016916, 1016917]","2023-04-28 13:47:37",F,"2023-04-28 13:47:37",850150
101664,"[1016928, 1016929, 1016930, 1016931, 1016932, 1016933, 1016934, 1016935, 1016936, 1016937]","2023-04-28 14:37:39",F,"2023-04-28 13:47:40",849444
101675,"[1017038, 1017039, 1017040, 1017041, 1017042, 1017043, 1017044, 1017045, 1017046, 1017047]","2023-04-28 13:48:08",F,"2023-04-28 13:48:08",850152
